ProbeSet,Gene Symbol,Chr,Mb
10338739,Affy_10338739,Un,1.0
10338740,Affy_10338740,Un,1.0
10338741,Tmem234,4,129.27912
10338742,Affy_10338742,Un,1.0
10338743,Tmem234,4,129.280581
10338744,Affy_10338744,Un,1.0
10338745,Affy_10338745,Un,1.0
10338746,Affy_10338746,Un,1.0
10338747,Affy_10338747,Un,1.0
10338748,SINE_Affy_10338748,Un,1.0
10338749,Affy_10338749,Un,1.0
10338750,Affy_10338750,Un,1.0
10338751,Affy_10338751,Un,1.0
10338752,Affy_10338752,Un,1.0
10338753,Affy_10338753,Un,1.0
10338754,Affy_10338754,Un,1.0
10338755,Affy_10338755,Un,1.0
10338756,Affy_10338756,Un,1.0
10338757,Affy_10338757,Un,1.0
10338758,Affy_10338758,Un,1.0
10338759,Affy_10338759,Un,1.0
10338760,Affy_10338760,Un,1.0
10338761,Affy_10338761,Un,1.0
10338762,Affy_10338762,Un,1.0
10338763,Sap30l,11,57.619618
10338764,Affy_10338764,Un,1.0
10338765,Affy_10338765,Un,1.0
10338766,Affy_10338766,Un,1.0
10338767,Affy_10338767,Un,1.0
10338768,Affy_10338768,Un,1.0
10338769,Affy_10338769,Un,1.0
10338770,Affy_10338770,Un,1.0
10338771,Affy_10338771,Un,1.0
10338772,Affy_10338772,Un,1.0
10338773,Affy_10338773,Un,1.0
10338774,Affy_10338774,Un,1.0
10338775,Affy_10338775,Un,1.0
10338776,Affy_10338776,Un,1.0
10338777,Affy_10338777,Un,1.0
10338778,Affy_10338778,Un,1.0
10338779,Affy_10338779,Un,1.0
10338780,Affy_10338780,Un,1.0
10338781,Affy_10338781,Un,1.0
10338782,Affy_10338782,Un,1.0
10338783,Affy_10338783,Un,1.0
10338784,Affy_10338784,Un,1.0
10338785,Affy_10338785,Un,1.0
10338786,Affy_10338786,Un,1.0
10338787,Affy_10338787,Un,1.0
10338788,Affy_10338788,Un,1.0
10338789,Affy_10338789,Un,1.0
10338790,Hb1bp3,4,137.794478
10338791,Affy_10338791,Un,1.0
10338792,Affy_10338792,Un,1.0
10338793,Rab7,6,87.955718
10338794,Affy_10338794,Un,1.0
10338795,Affy_10338795,Un,1.0
10338796,Affy_10338796,Un,1.0
10338797,Affy_10338797,Un,1.0
10338798,Affy_10338798,Un,1.0
10338799,Affy_10338799,Un,1.0
10338800,Affy_10338800,Un,1.0
10338801,Affy_10338801,Un,1.0
10338802,Psmb5,14,55.235633
10338803,Affy_10338803,Un,1.0
10338804,Affy_10338804,Un,1.0
10338805,Affy_10338805,Un,1.0
10338806,Affy_10338806,Un,1.0
10338807,Affy_10338807,Un,1.0
10338808,Affy_10338808,Un,1.0
10338809,Affy_10338809,Un,1.0
10338810,Affy_10338810,Un,1.0
10338811,Affy_10338811,Un,1.0
10338812,Sar1a,10,61.149123
10338813,Affy_10338813,Un,1.0
10338814,Affy_10338814,Un,1.0
10338815,Affy_10338815,Un,1.0
10338816,Affy_10338816,Un,1.0
10338817,Affy_10338817,Un,1.0
10338818,Affy_10338818,Un,1.0
10338819,Affy_10338819,Un,1.0
10338820,Affy_10338820,Un,1.0
10338821,Affy_10338821,Un,1.0
10338822,Affy_10338822,Un,1.0
10338823,Affy_10338823,Un,1.0
10338824,Affy_10338824,Un,1.0
10338825,Affy_10338825,Un,1.0
10338826,Affy_10338826,Un,1.0
10338827,Affy_10338827,Un,1.0
10338828,Affy_10338828,Un,1.0
10338829,Affy_10338829,Un,1.0
10338830,Affy_10338830,Un,1.0
10338831,Ctbp1,5,33.602364
10338832,Affy_10338832,Un,1.0
10338833,Affy_10338833,Un,1.0
10338834,Affy_10338834,Un,1.0
10338835,LOC433791,4,146.0
10338836,Affy_10338836,Un,1.0
10338837,Affy_10338837,Un,1.0
10338838,Affy_10338838,Un,1.0
10338839,Affy_10338839,Un,1.0
10338840,Affy_10338840,Un,1.0
10338841,Affy_10338841,Un,1.0
10338842,Affy_10338842,Un,1.0
10338843,Affy_10338843,Un,1.0
10338844,Affy_10338844,Un,1.0
10338845,Affy_10338845,Un,1.0
10338846,Affy_10338846,Un,1.0
10338847,Affy_10338847,Un,1.0
10338848,Affy_10338848,Un,1.0
10338849,Affy_10338849,Un,1.0
10338850,Affy_10338850,Un,1.0
10338851,Affy_10338851,Un,1.0
10338852,Affy_10338852,Un,1.0
10338853,Affy_10338853,Un,1.0
10338854,Affy_10338854,Un,1.0
10338855,Affy_10338855,Un,1.0
10338856,Affy_10338856,Un,1.0
10338857,Affy_10338857,Un,1.0
10338858,Affy_10338858,Un,1.0
10338859,Itch,2,154.975843
10338860,Affy_10338860,Un,1.0
10338861,Affy_10338861,Un,1.0
10338862,Affy_10338862,Un,1.0
10338863,Affy_10338863,Un,1.0
10338864,Affy_10338864,Un,1.0
10338865,Affy_10338865,Un,1.0
10338866,Affy_10338866,Un,1.0
10338867,Affy_10338867,Un,1.0
10338868,Affy_10338868,Un,1.0
10338869,Affy_10338869,Un,1.0
10338870,Affy_10338870,Un,1.0
10338871,Affy_10338871,Un,1.0
10338872,Affy_10338872,Un,1.0
10338873,Affy_10338873,Un,1.0
10338874,Txndc12,4,108.514685
10338875,Affy_10338875,Un,1.0
10338876,Affy_10338876,Un,1.0
10338877,Affy_10338877,Un,1.0
10338878,Affy_10338878,Un,1.0
10338879,Affy_10338879,Un,1.0
10338880,Affy_10338880,Un,1.0
10338881,Affy_10338881,Un,1.0
10338882,Affy_10338882,Un,1.0
10338883,Affy_10338883,Un,1.0
10338884,Affy_10338884,Un,1.0
10338885,Affy_10338885,Un,1.0
10338886,Affy_10338886,Un,1.0
10338887,Anapc2,2,25.135253
10338888,Affy_10338888,Un,1.0
10338889,Affy_10338889,Un,1.0
10338890,Affy_10338890,Un,1.0
10338891,Affy_10338891,Un,1.0
10338892,Affy_10338892,Un,1.0
10338893,Affy_10338893,Un,1.0
10338894,Affy_10338894,Un,1.0
10338895,Affy_10338895,Un,1.0
10338896,Affy_10338896,Un,1.0
10338897,Affy_10338897,Un,1.0
10338898,Affy_10338898,Un,1.0
10338899,Affy_10338899,Un,1.0
10338900,Affy_10338900,Un,1.0
10338901,Affy_10338901,Un,1.0
10338902,Affy_10338902,Un,1.0
10338903,Affy_10338903,Un,1.0
10338904,Affy_10338904,Un,1.0
10338905,Affy_10338905,Un,1.0
10338906,Affy_10338906,Un,1.0
10338907,Copa,1,174.024663
10338908,Affy_10338908,Un,1.0
10338909,Affy_10338909,Un,1.0
10338910,Affy_10338910,Un,1.0
10338911,Affy_10338911,Un,1.0
10338912,Affy_10338912,Un,1.0
10338913,Affy_10338913,Un,1.0
10338914,Affy_10338914,Un,1.0
10338915,Affy_10338915,Un,1.0
10338916,Affy_10338916,Un,1.0
10338917,Affy_10338917,Un,1.0
10338918,Affy_10338918,Un,1.0
10338919,Affy_10338919,Un,1.0
10338920,Affy_10338920,Un,1.0
10338921,Affy_10338921,Un,1.0
10338922,Affy_10338922,Un,1.0
10338923,Affy_10338923,Un,1.0
10338924,Affy_10338924,Un,1.0
10338925,Rab7,6,87.978716
10338926,Affy_10338926,Un,1.0
10338927,Affy_10338927,Un,1.0
10338928,Affy_10338928,Un,1.0
10338929,Affy_10338929,Un,1.0
10338930,Affy_10338930,Un,1.0
10338931,Affy_10338931,Un,1.0
10338932,Affy_10338932,Un,1.0
10338933,Affy_10338933,Un,1.0
10338934,Mtif2,11,29.443208
10338935,Affy_10338935,Un,1.0
10338936,Affy_10338936,Un,1.0
10338937,Affy_10338937,Un,1.0
10338938,Affy_10338938,Un,1.0
10338939,Affy_10338939,Un,1.0
10338940,Affy_10338940,Un,1.0
10338941,Affy_10338941,Un,1.0
10338942,Affy_10338942,Un,1.0
10338943,Affy_10338943,Un,1.0
10338944,Affy_10338944,Un,1.0
10338945,Affy_10338945,Un,1.0
10338946,Affy_10338946,Un,1.0
10338947,Pfdn6,17,34.077051
10338948,Affy_10338948,Un,1.0
10338949,Affy_10338949,Un,1.0
10338950,Affy_10338950,Un,1.0
10338951,Affy_10338951,Un,1.0
10338952,Affy_10338952,Un,1.0
10338953,Affy_10338953,Un,1.0
10338954,Huwe1,X,148.367181
10338955,Affy_10338955,Un,1.0
10338956,Affy_10338956,Un,1.0
10338957,Affy_10338957,Un,1.0
10338958,Affy_10338958,Un,1.0
10338959,Affy_10338959,Un,1.0
10338960,Affy_10338960,Un,1.0
10338961,Affy_10338961,Un,1.0
10338962,Affy_10338962,Un,1.0
10338963,Psma1,7,121.413532
10338964,Affy_10338964,Un,1.0
10338965,Affy_10338965,Un,1.0
10338966,Affy_10338966,Un,1.0
10338967,Affy_10338967,Un,1.0
10338968,Affy_10338968,Un,1.0
10338969,Affy_10338969,Un,1.0
10338970,Affy_10338970,Un,1.0
10338971,Affy_10338971,Un,1.0
10338972,Affy_10338972,Un,1.0
10338973,Affy_10338973,Un,1.0
10338974,Affy_10338974,Un,1.0
10338975,Affy_10338975,Un,1.0
10338976,Affy_10338976,Un,1.0
10338977,Affy_10338977,Un,1.0
10338978,Affy_10338978,Un,1.0
10338979,Affy_10338979,Un,1.0
10338980,Affy_10338980,Un,1.0
10338981,Affy_10338981,Un,1.0
10338982,Affy_10338982,Un,1.0
10338983,Affy_10338983,Un,1.0
10338984,Affy_10338984,Un,1.0
10338985,Affy_10338985,Un,1.0
10338986,Affy_10338986,Un,1.0
10338987,Affy_10338987,Un,1.0
10338988,Affy_10338988,Un,1.0
10338989,Affy_10338989,Un,1.0
10338990,Affy_10338990,Un,1.0
10338991,Affy_10338991,Un,1.0
10338992,Affy_10338992,Un,1.0
10338993,Affy_10338993,Un,1.0
10338994,Affy_10338994,Un,1.0
10338995,Affy_10338995,Un,1.0
10338996,Affy_10338996,Un,1.0
10338997,Affy_10338997,Un,1.0
10338998,Affy_10338998,Un,1.0
10338999,Affy_10338999,Un,1.0
10339000,Affy_10339000,Un,1.0
10339001,Anapc1,2,128.481643
10339002,Affy_10339002,Un,1.0
10339003,Affy_10339003,Un,1.0
10339004,Affy_10339004,Un,1.0
10339005,Affy_10339005,Un,1.0
10339006,Affy_10339006,Un,1.0
10339007,Affy_10339007,Un,1.0
10339008,Affy_10339008,Un,1.0
10339009,Affy_10339009,Un,1.0
10339010,Affy_10339010,Un,1.0
10339011,Affy_10339011,Un,1.0
10339012,Affy_10339012,Un,1.0
10339013,Affy_10339013,Un,1.0
10339014,Affy_10339014,Un,1.0
10339015,Affy_10339015,Un,1.0
10339016,Affy_10339016,Un,1.0
10339017,Affy_10339017,Un,1.0
10339018,Affy_10339018,Un,1.0
10339019,Affy_10339019,Un,1.0
10339020,Affy_10339020,Un,1.0
10339021,Affy_10339021,Un,1.0
10339022,Affy_10339022,Un,1.0
10339023,Affy_10339023,Un,1.0
10339024,Affy_10339024,Un,1.0
10339025,Affy_10339025,Un,1.0
10339026,Affy_10339026,Un,1.0
10339027,Affy_10339027,Un,1.0
10339028,Affy_10339028,Un,1.0
10339029,Affy_10339029,Un,1.0
10339030,Affy_10339030,Un,1.0
10339031,Affy_10339031,Un,1.0
10339032,Affy_10339032,Un,1.0
10339033,Affy_10339033,Un,1.0
10339034,Affy_10339034,Un,1.0
10339035,Affy_10339035,Un,1.0
10339036,Affy_10339036,Un,1.0
10339037,Affy_10339037,Un,1.0
10339038,Affy_10339038,Un,1.0
10339039,Affy_10339039,Un,1.0
10339040,Affy_10339040,Un,1.0
10339041,Affy_10339041,Un,1.0
10339042,Affy_10339042,Un,1.0
10339043,Affy_10339043,Un,1.0
10339044,Affy_10339044,Un,1.0
10339045,Affy_10339045,Un,1.0
10339046,Affy_10339046,Un,1.0
10339047,Affy_10339047,Un,1.0
10339048,Affy_10339048,Un,1.0
10339049,Affy_10339049,Un,1.0
10339050,Affy_10339050,Un,1.0
10339051,Affy_10339051,Un,1.0
10339052,Affy_10339052,Un,1.0
10339053,Affy_10339053,Un,1.0
10339054,Affy_10339054,Un,1.0
10339055,Affy_10339055,Un,1.0
10339056,Affy_10339056,Un,1.0
10339057,Affy_10339057,Un,1.0
10339058,Affy_10339058,Un,1.0
10339059,Affy_10339059,Un,1.0
10339060,Affy_10339060,Un,1.0
10339061,Affy_10339061,Un,1.0
10339062,Affy_10339062,Un,1.0
10339063,Affy_10339063,Un,1.0
10339064,Affy_10339064,Un,1.0
10339065,Canx,11,50.1144
10339066,Affy_10339066,Un,1.0
10339067,Affy_10339067,Un,1.0
10339068,Affy_10339068,Un,1.0
10339069,Affy_10339069,Un,1.0
10339070,Affy_10339070,Un,1.0
10339071,Cox18,5,90.644175
10339072,Affy_10339072,Un,1.0
10339073,Affy_10339073,Un,1.0
10339074,Affy_10339074,Un,1.0
10339075,Affy_10339075,Un,1.0
10339076,Affy_10339076,Un,1.0
10339077,Affy_10339077,Un,1.0
10339078,Affy_10339078,Un,1.0
10339079,Affy_10339079,Un,1.0
10339080,Affy_10339080,Un,1.0
10339081,Affy_10339081,Un,1.0
10339082,Affy_10339082,Un,1.0
10339083,Affy_10339083,Un,1.0
10339084,Affy_10339084,Un,1.0
10339085,Affy_10339085,Un,1.0
10339086,Affy_10339086,Un,1.0
10339087,Affy_10339087,Un,1.0
10339088,Dlg1,16,31.755327
10339089,Affy_10339089,Un,1.0
10339090,Affy_10339090,Un,1.0
10339091,Affy_10339091,Un,1.0
10339092,Affy_10339092,Un,1.0
10339093,Affy_10339093,Un,1.0
10339094,Affy_10339094,Un,1.0
10339095,Affy_10339095,Un,1.0
10339096,Affy_10339096,Un,1.0
10339097,Affy_10339097,Un,1.0
10339098,Affy_10339098,Un,1.0
10339099,Affy_10339099,Un,1.0
10339100,Affy_10339100,Un,1.0
10339101,Affy_10339101,Un,1.0
10339102,Affy_10339102,Un,1.0
10339103,Affy_10339103,Un,1.0
10339104,Affy_10339104,Un,1.0
10339105,Affy_10339105,Un,1.0
10339106,Affy_10339106,Un,1.0
10339107,Affy_10339107,Un,1.0
10339108,Affy_10339108,Un,1.0
10339109,Affy_10339109,Un,1.0
10339110,Affy_10339110,Un,1.0
10339111,Affy_10339111,Un,1.0
10339112,Affy_10339112,Un,1.0
10339113,Affy_10339113,Un,1.0
10339114,Affy_10339114,Un,1.0
10339115,Affy_10339115,Un,1.0
10339116,Affy_10339116,Un,1.0
10339117,Affy_10339117,Un,1.0
10339118,Affy_10339118,Un,1.0
10339119,Affy_10339119,Un,1.0
10339120,Affy_10339120,Un,1.0
10339121,Affy_10339121,Un,1.0
10339122,Affy_10339122,Un,1.0
10339123,Affy_10339123,Un,1.0
10339124,Vta1,10,14.406634
10339125,Affy_10339125,Un,1.0
10339126,Affy_10339126,Un,1.0
10339127,Affy_10339127,Un,1.0
10339128,Affy_10339128,Un,1.0
10339129,Affy_10339129,Un,1.0
10339130,Affy_10339130,Un,1.0
10339131,Affy_10339131,Un,1.0
10339132,Affy_10339132,Un,1.0
10339133,Affy_10339133,Un,1.0
10339134,Affy_10339134,Un,1.0
10339135,Affy_10339135,Un,1.0
10339136,Affy_10339136,Un,1.0
10339137,Affy_10339137,Un,1.0
10339138,Affy_10339138,Un,1.0
10339139,Copa,1,174.034287
10339140,Affy_10339140,Un,1.0
10339141,Affy_10339141,Un,1.0
10339142,Affy_10339142,Un,1.0
10339143,Affy_10339143,Un,1.0
10339144,Affy_10339144,Un,1.0
10339145,Affy_10339145,Un,1.0
10339146,Affy_10339146,Un,1.0
10339147,Affy_10339147,Un,1.0
10339148,Affy_10339148,Un,1.0
10339149,Affy_10339149,Un,1.0
10339150,Affy_10339150,Un,1.0
10339151,Affy_10339151,Un,1.0
10339152,Affy_10339152,Un,1.0
10339153,Affy_10339153,Un,1.0
10339154,Affy_10339154,Un,1.0
10339155,Affy_10339155,Un,1.0
10339156,Affy_10339156,Un,1.0
10339157,Affy_10339157,Un,1.0
10339158,Hb1bp3,4,137.779618
10339159,Affy_10339159,Un,1.0
10339160,Affy_10339160,Un,1.0
10339161,Affy_10339161,Un,1.0
10339162,Affy_10339162,Un,1.0
10339163,Anapc1,2,128.45454
10339164,Affy_10339164,Un,1.0
10339165,Psenen,7,31.347815
10339166,Affy_10339166,Un,1.0
10339167,Affy_10339167,Un,1.0
10339168,Affy_10339168,Un,1.0
10339169,Affy_10339169,Un,1.0
10339170,Affy_10339170,Un,1.0
10339171,Affy_10339171,Un,1.0
10339172,Affy_10339172,Un,1.0
10339173,Affy_10339173,Un,1.0
10339174,Affy_10339174,Un,1.0
10339175,Affy_10339175,Un,1.0
10339176,Affy_10339176,Un,1.0
10339177,Affy_10339177,Un,1.0
10339178,Affy_10339178,Un,1.0
10339179,Affy_10339179,Un,1.0
10339180,Affy_10339180,Un,1.0
10339181,Affy_10339181,Un,1.0
10339182,Affy_10339182,Un,1.0
10339183,Affy_10339183,Un,1.0
10339184,Affy_10339184,Un,1.0
10339185,Affy_10339185,Un,1.0
10339186,Affy_10339186,Un,1.0
10339187,Affy_10339187,Un,1.0
10339188,Affy_10339188,Un,1.0
10339189,Affy_10339189,Un,1.0
10339190,Affy_10339190,Un,1.0
10339191,Dlg1,16,31.781875
10339192,Affy_10339192,Un,1.0
10339193,Affy_10339193,Un,1.0
10339194,Affy_10339194,Un,1.0
10339195,Affy_10339195,Un,1.0
10339196,Affy_10339196,Un,1.0
10339197,Affy_10339197,Un,1.0
10339198,Affy_10339198,Un,1.0
10339199,Affy_10339199,Un,1.0
10339200,Affy_10339200,Un,1.0
10339201,Affy_10339201,Un,1.0
10339202,Affy_10339202,Un,1.0
10339203,Affy_10339203,Un,1.0
10339204,Affy_10339204,Un,1.0
10339205,Affy_10339205,Un,1.0
10339206,Affy_10339206,Un,1.0
10339207,Affy_10339207,Un,1.0
10339208,Affy_10339208,Un,1.0
10339209,Hb1bp3,4,137.778836
10339210,Affy_10339210,Un,1.0
10339211,Affy_10339211,Un,1.0
10339212,Affy_10339212,Un,1.0
10339213,Affy_10339213,Un,1.0
10339214,Affy_10339214,Un,1.0
10339215,Affy_10339215,Un,1.0
10339216,Affy_10339216,Un,1.0
10339217,Affy_10339217,Un,1.0
10339218,Affy_10339218,Un,1.0
10339219,Affy_10339219,Un,1.0
10339220,Affy_10339220,Un,1.0
10339221,Copa,1,174.031512
10339222,Affy_10339222,Un,1.0
10339223,Affy_10339223,Un,1.0
10339224,Affy_10339224,Un,1.0
10339225,Affy_10339225,Un,1.0
10339226,Affy_10339226,Un,1.0
10339227,Affy_10339227,Un,1.0
10339228,Affy_10339228,Un,1.0
10339229,Affy_10339229,Un,1.0
10339230,Affy_10339230,Un,1.0
10339231,Affy_10339231,Un,1.0
10339232,Affy_10339232,Un,1.0
10339233,Affy_10339233,Un,1.0
10339234,Affy_10339234,Un,1.0
10339235,Affy_10339235,Un,1.0
10339236,Affy_10339236,Un,1.0
10339237,Affy_10339237,17,24.840959
10339238,Affy_10339238,Un,1.0
10339239,Affy_10339239,Un,1.0
10339240,Affy_10339240,Un,1.0
10339241,Affy_10339241,Un,1.0
10339242,Affy_10339242,Un,1.0
10339243,Affy_10339243,Un,1.0
10339244,Affy_10339244,Un,1.0
10339245,Affy_10339245,Un,1.0
10339246,Affy_10339246,Un,1.0
10339247,Affy_10339247,Un,1.0
10339248,Affy_10339248,Un,1.0
10339249,Affy_10339249,Un,1.0
10339250,Affy_10339250,Un,1.0
10339251,Affy_10339251,Un,1.0
10339252,Affy_10339252,Un,1.0
10339253,Affy_10339253,Un,1.0
10339254,Affy_10339254,Un,1.0
10339255,Hb1bp3,4,137.788789
10339256,Affy_10339256,Un,1.0
10339257,Affy_10339257,Un,1.0
10339258,Affy_10339258,Un,1.0
10339259,Affy_10339259,Un,1.0
10339260,Affy_10339260,Un,1.0
10339261,Affy_10339261,Un,1.0
10339262,Affy_10339262,Un,1.0
10339263,Affy_10339263,Un,1.0
10339264,Affy_10339264,Un,1.0
10339265,Affy_10339265,Un,1.0
10339266,Affy_10339266,Un,1.0
10339267,Affy_10339267,Un,1.0
10339268,Affy_10339268,Un,1.0
10339269,Affy_10339269,Un,1.0
10339270,Affy_10339270,Un,1.0
10339271,Affy_10339271,Un,1.0
10339272,Anapc1,2,128.484632
10339273,Affy_10339273,Un,1.0
10339274,Affy_10339274,Un,1.0
10339275,Affy_10339275,Un,1.0
10339276,Affy_10339276,Un,1.0
10339277,Affy_10339277,Un,1.0
10339278,Affy_10339278,Un,1.0
10339279,Affy_10339279,Un,1.0
10339280,Affy_10339280,Un,1.0
10339281,Affy_10339281,Un,1.0
10339282,Affy_10339282,Un,1.0
10339283,Affy_10339283,Un,1.0
10339284,Affy_10339284,Un,1.0
10339285,Affy_10339285,Un,1.0
10339286,Affy_10339286,Un,1.0
10339287,Affy_10339287,Un,1.0
10339288,Affy_10339288,Un,1.0
10339289,Affy_10339289,Un,1.0
10339290,Affy_10339290,Un,1.0
10339291,Affy_10339291,Un,1.0
10339292,Affy_10339292,Un,1.0
10339293,Affy_10339293,Un,1.0
10339294,Affy_10339294,Un,1.0
10339295,Affy_10339295,Un,1.0
10339296,Affy_10339296,Un,1.0
10339297,Affy_10339297,Un,1.0
10339298,Affy_10339298,Un,1.0
10339299,Affy_10339299,Un,1.0
10339300,Affy_10339300,Un,1.0
10339301,Affy_10339301,Un,1.0
10339302,Affy_10339302,Un,1.0
10339303,Affy_10339303,Un,1.0
10339304,Affy_10339304,Un,1.0
10339305,Affy_10339305,Un,1.0
10339306,Affy_10339306,Un,1.0
10339307,Cox18,5,90.652678
10339308,Affy_10339308,Un,1.0
10339309,Affy_10339309,Un,1.0
10339310,Affy_10339310,Un,1.0
10339311,Nmt1,11,102.915245
10339312,Affy_10339312,Un,1.0
10339313,Affy_10339313,Un,1.0
10339314,Affy_10339314,Un,1.0
10339315,Affy_10339315,Un,1.0
10339316,Affy_10339316,Un,1.0
10339317,Affy_10339317,Un,1.0
10339318,Affy_10339318,Un,1.0
10339319,Affy_10339319,Un,1.0
10339320,Affy_10339320,Un,1.0
10339321,Affy_10339321,Un,1.0
10339322,Affy_10339322,Un,1.0
10339323,Affy_10339323,Un,1.0
10339324,Affy_10339324,Un,1.0
10339325,Affy_10339325,Un,1.0
10339326,Affy_10339326,Un,1.0
10339327,Affy_10339327,Un,1.0
10339328,Affy_10339328,Un,1.0
10339329,Affy_10339329,Un,1.0
10339330,Affy_10339330,Un,1.0
10339331,Affy_10339331,Un,1.0
10339332,Affy_10339332,Un,1.0
10339333,Affy_10339333,Un,1.0
10339334,Affy_10339334,Un,1.0
10339335,Affy_10339335,2,128.1
10339336,Affy_10339336,Un,1.0
10339337,Affy_10339337,Un,1.0
10339338,Affy_10339338,Un,1.0
10339339,Affy_10339339,Un,1.0
10339340,Affy_10339340,Un,1.0
10339341,Affy_10339341,Un,1.0
10339342,Affy_10339342,Un,1.0
10339343,Affy_10339343,Un,1.0
10339344,Affy_10339344,Un,1.0
10339345,Affy_10339345,Un,1.0
10339346,Affy_10339346,Un,1.0
10339347,Affy_10339347,Un,1.0
10339348,Affy_10339348,Un,1.0
10339349,Affy_10339349,Un,1.0
10339350,Affy_10339350,Un,1.0
10339351,Affy_10339351,Un,1.0
10339352,Affy_10339352,Un,1.0
10339353,Affy_10339353,Un,1.0
10339354,Affy_10339354,Un,1.0
10339355,Affy_10339355,Un,1.0
10339356,Affy_10339356,Un,1.0
10339357,Affy_10339357,Un,1.0
10339358,Affy_10339358,Un,1.0
10339359,Affy_10339359,Un,1.0
10339360,Affy_10339360,Un,1.0
10339361,Affy_10339361,Un,1.0
10339362,Affy_10339362,Un,1.0
10339363,Affy_10339363,Un,1.0
10339364,Affy_10339364,Un,1.0
10339365,Affy_10339365,Un,1.0
10339366,Affy_10339366,Un,1.0
10339367,Affy_10339367,Un,1.0
10339368,Affy_10339368,Un,1.0
10339369,Affy_10339369,Un,1.0
10339370,Affy_10339370,Un,1.0
10339371,Affy_10339371,Un,1.0
10339372,Affy_10339372,Un,1.0
10339373,Affy_10339373,Un,1.0
10339374,Affy_10339374,Un,1.0
10339375,Affy_10339375,Un,1.0
10339376,Affy_10339376,Un,1.0
10339377,Affy_10339377,Un,1.0
10339378,Affy_10339378,Un,1.0
10339379,Affy_10339379,Un,1.0
10339380,Fryl,5,73.416298
10339381,Affy_10339381,Un,1.0
10339382,Affy_10339382,Un,1.0
10339383,Affy_10339383,Un,1.0
10339384,Affy_10339384,Un,1.0
10339385,Affy_10339385,Un,1.0
10339386,Affy_10339386,Un,1.0
10339387,Affy_10339387,Un,1.0
10339388,Atp6v0d1,8,108.063258
10339389,Affy_10339389,Un,1.0
10339390,Affy_10339390,Un,1.0
10339391,Affy_10339391,Un,1.0
10339392,Affy_10339392,Un,1.0
10339393,Affy_10339393,Un,1.0
10339394,Affy_10339394,Un,1.0
10339395,Affy_10339395,Un,1.0
10339396,Affy_10339396,Un,1.0
10339397,Affy_10339397,Un,1.0
10339398,Affy_10339398,Un,1.0
10339399,Affy_10339399,Un,1.0
10339400,Affy_10339400,Un,1.0
10339401,Affy_10339401,Un,1.0
10339402,Affy_10339402,Un,1.0
10339403,Affy_10339403,Un,1.0
10339404,Affy_10339404,Un,1.0
10339405,Affy_10339405,Un,1.0
10339406,Affy_10339406,Un,1.0
10339407,Affy_10339407,Un,1.0
10339408,Affy_10339408,Un,1.0
10339409,Affy_10339409,Un,1.0
10339410,Affy_10339410,Un,1.0
10339411,Affy_10339411,Un,1.0
10339412,Affy_10339412,Un,1.0
10339413,Affy_10339413,Un,1.0
10339414,Affy_10339414,Un,1.0
10339415,LINE_Affy_10339415,Un,1.0
10339416,Affy_10339416,Un,1.0
10339417,Affy_10339417,Un,1.0
10339418,Affy_10339418,Un,1.0
10339419,Affy_10339419,Un,1.0
10339420,Affy_10339420,Un,1.0
10339421,Affy_10339421,Un,1.0
10339422,Affy_10339422,Un,1.0
10339423,Affy_10339423,Un,1.0
10339424,Affy_10339424,Un,1.0
10339425,Affy_10339425,Un,1.0
10339426,Affy_10339426,Un,1.0
10339427,Affy_10339427,Un,1.0
10339428,Affy_10339428,Un,1.0
10339429,Affy_10339429,Un,1.0
10339430,Affy_10339430,Un,1.0
10339431,Affy_10339431,Un,1.0
10339432,Affy_10339432,Un,1.0
10339433,Affy_10339433,Un,1.0
10339434,Affy_10339434,Un,1.0
10339435,Affy_10339435,Un,1.0
10339436,Affy_10339436,Un,1.0
10339437,Affy_10339437,Un,1.0
10339438,Affy_10339438,Un,1.0
10339439,Affy_10339439,Un,1.0
10339440,Affy_10339440,Un,1.0
10339441,Hb1bp3,4,137.78803
10339442,Affy_10339442,Un,1.0
10339443,Affy_10339443,Un,1.0
10339444,Affy_10339444,Un,1.0
10339445,Affy_10339445,Un,1.0
10339446,Affy_10339446,Un,1.0
10339447,Psap,10,59.763525
10339448,Affy_10339448,Un,1.0
10339449,Affy_10339449,Un,1.0
10339450,Affy_10339450,Un,1.0
10339451,Affy_10339451,Un,1.0
10339452,Affy_10339452,Un,1.0
10339453,Dlg1,16,31.842859
10339454,Affy_10339454,Un,1.0
10339455,Affy_10339455,Un,1.0
10339456,Affy_10339456,Un,1.0
10339457,Affy_10339457,Un,1.0
10339458,Affy_10339458,Un,1.0
10339459,Affy_10339459,Un,1.0
10339460,Affy_10339460,Un,1.0
10339461,Affy_10339461,Un,1.0
10339462,Affy_10339462,Un,1.0
10339463,Affy_10339463,Un,1.0
10339464,Affy_10339464,Un,1.0
10339465,Affy_10339465,Un,1.0
10339466,Affy_10339466,Un,1.0
10339467,Affy_10339467,Un,1.0
10339468,Affy_10339468,Un,1.0
10339469,Affy_10339469,Un,1.0
10339470,Affy_10339470,Un,1.0
10339471,Affy_10339471,Un,1.0
10339472,Affy_10339472,Un,1.0
10339473,Affy_10339473,Un,1.0
10339474,Affy_10339474,Un,1.0
10339475,Affy_10339475,Un,1.0
10339476,Affy_10339476,Un,1.0
10339477,Affy_10339477,Un,1.0
